,Median Age,Population,White,Black,Asian,Hispanic,Poverty Count,Household Income,Per Capita Income,Zip Code,Review Count,Price,Average Rating
665,28.3,4014,3120,0,37,3305,1550,31611,10345,93235,1718,,4.444994179
666,55.8,1550,1489,0,28,77,105,58190,38802,93238,1548,,4.12370801
667,57.3,6489,6225,12,0,409,1888,30434,21613,93240,1270,,4.11496063
668,26.3,17233,15203,45,118,16473,6466,32236,11465,93241,506,,4.339920949
669,30.8,3748,2714,0,81,2692,1125,40364,17205,93242,1990,,4.225376884
670,59.6,396,392,0,0,26,40,47500,24082,93244,1868,,3.799518201
671,26.9,37502,23372,2832,2340,14146,5647,50723,22783,93245,1776,,4.005067568
672,30.5,18676,15110,58,209,15453,6309,34710,13560,93247,1343,,4.385331348
673,22.1,2277,2149,13,0,2234,688,32167,9477,93249,3257,,4.134479582
674,25.9,14824,12776,151,1,13766,5024,35092,10131,93250,186,,3.551075269
675,37.3,236,218,2,9,106,18,43750,17637,93251,2708,,4.031942393
676,40.1,3437,2552,113,179,1922,432,36328,10769,93252,1921,,4.481259761
677,34,685,578,7,4,442,177,43594,16445,93254,7806,,4.335575199
678,60.6,675,633,0,0,41,275,24583,17163,93255,1608,,4.128420398
679,19.9,6092,4682,86,0,5559,2891,28533,8687,93256,296,,4.445945946
680,29.4,75715,58010,584,2857,49117,24167,39284,15694,93257,1421,,4.367346939
681,27.1,2650,1814,0,576,1827,1414,21985,10104,93258,713,,3.790322581
682,37.7,199,90,62,0,0,47,35625,24367,93260,1418,,4.129055007
683,24.8,3221,1879,0,130,3054,1610,29455,8976,93261,635,,4.22992126
684,26.7,20346,17403,375,67,16694,5019,40706,14985,93263,372,,3.741935484
685,55.5,3290,3027,16,0,317,380,58194,39204,93265,1699,,4.119776339
686,28.8,1271,774,0,0,955,574,30625,11630,93266,4762,,3.7349853
687,32.2,6817,5222,0,10,5181,2946,35944,14209,93267,1177,,4.468988955
688,28.4,17643,15458,237,319,6728,5111,44379,20072,93268,1300,,4.119615385
689,28.2,5654,3897,272,28,4525,1703,36288,13775,93270,668,,4.38248503
690,57.1,2001,1841,0,24,184,220,58750,36145,93271,1850,,3.727567568
691,25.2,4117,3709,0,0,3300,1221,35867,11643,93272,528,,4.359848485
692,30,72264,59771,2231,1531,42334,16279,46509,18684,93274,1505,,4.119933555
693,24.7,216,208,0,0,33,85,35833,17213,93276,1816,,3.889317181
694,34.1,52526,43337,1226,1939,22613,9118,52717,25270,93277,2455,,4.339918534
695,28.1,27572,22030,1736,179,21911,6520,39505,10956,93280,2123,,4.137776731
696,54.6,2339,2103,0,0,123,378,30701,19166,93283,1874,,4.29135539
697,63.8,1700,1686,0,0,52,60,42396,32651,93285,1368,,4.180190058
698,29.7,10169,8429,40,17,7707,2691,40851,16067,93286,1473,,4.017990496
699,67.8,115,109,0,6,0,0,66397,34743,93287,695,,4.3
700,30.2,56298,42443,935,4626,31836,15399,48336,21570,93291,2766,,4.320137383
701,32.6,39089,31664,794,1625,19404,8940,50132,20993,93292,2933,,4.22280941
702,32.5,11555,8124,977,499,4395,3607,33665,21101,93301,5858,,4.169426425
703,29.1,51891,32645,6302,1412,32527,18041,34904,14390,93304,3479,,4.328973843
704,26.6,38793,25680,1987,432,28952,17415,29894,12341,93305,2749,,4.335940342
705,30.3,69660,54332,2366,1996,42637,15506,52198,22021,93306,2729,,4.282154635
706,26.7,84667,53574,6254,1742,65747,27072,34774,12468,93307,395,,4.165822785
707,34.7,54497,46695,1351,804,11501,12153,43538,22445,93308,3430,,4.238629738
708,31.7,59492,42428,5853,2464,26151,13047,48481,23687,93309,4346,,4.192360792
709,32.3,45512,30440,2143,7438,14790,2218,89521,37139,93311,2206,,4.17724388
710,34.1,58102,46396,1129,4553,14648,3325,92031,36234,93312,3414,,4.125073228
711,29.6,49006,28456,4218,5270,25949,6402,69681,22217,93313,2279,,4.173979816
712,34.6,26197,20741,511,2342,6601,1753,103194,40158,93314,2808,,4.018162393
713,33.6,28684,24860,380,1166,4604,5758,56617,36042,93401,14957,,4.149796082
714,47.5,15636,13817,50,540,1926,1486,69176,37186,93402,2359,,4.160873251
715,21.9,35642,26444,2615,3145,5807,9533,43128,17346,93405,13957,,4.177330372
716,48.6,30022,26068,159,1679,4773,2180,73220,36684,93420,10564,,4.144026884
717,39.8,33270,30380,348,695,5642,3223,71002,34620,93422,2784,,4.187679598
718,58.8,867,820,0,0,0,44,83750,72373,93424,3248,,3.780788177
719,28.3,1988,1817,40,6,366,200,66250,25360,93426,8455,,4.139621526
720,45.3,5662,4740,129,54,1882,308,71736,31089,93427,4908,,4.012123064
721,60.9,6309,5662,31,147,1284,522,59684,36453,93428,7501,,3.945273963
722,54.3,140,117,5,0,88,0,71607,23336,93429,727,,4.171939477
723,56.4,3214,3051,8,106,344,286,57788,44482,93430,2864,,3.913582402
724,58,953,892,0,0,138,65,82917,39638,93432,4315,,4.430938586
725,37.9,13484,10422,267,865,3787,1483,58895,30493,93433,9772,,4.192744576
726,28.9,7252,5135,7,250,6302,1362,41907,15638,93434,402,,4.436567164
727,34.5,55914,37013,2911,1774,26454,8977,53810,23964,93436,2874,,4.248434238
728,23.4,3483,2354,333,158,779,167,62018,21216,93437,1590,,4.196855346
729,40.8,1507,1326,0,78,482,392,60909,26801,93440,1363,,4.473954512
730,45.5,1099,917,40,15,146,85,95179,52906,93441,4704,,4.126062925
731,50.2,11092,10134,144,216,1587,1065,54807,34309,93442,7533,,4.253816541
732,43.3,19317,16385,323,443,7066,1400,75041,34957,93444,6767,,4.091399438
733,36.7,8164,6122,0,232,5193,1711,54155,22205,93445,10337,,4.196623779
734,40,44515,38423,875,742,14034,5365,66242,32553,93446,7599,,4.144755889
735,53.7,7984,7326,159,124,548,585,75978,47330,93449,12074,,4.131894981
736,25.9,988,921,0,8,857,274,42813,13601,93450,1455,,4.23161512
737,32.7,4184,3350,11,40,1899,914,60605,27086,93451,8375,,4.022328358
738,49.6,552,460,0,8,279,170,77857,25825,93452,7005,,3.837544611
739,48,3170,3042,6,0,154,314,50625,27502,93453,12877,,4.181292226
740,31.6,38980,27543,638,2152,25313,7205,53637,21423,93454,7230,,4.253526971
741,39.7,43898,36853,609,1963,14363,2910,74538,32057,93455,3665,,4.38744884
742,26.7,56722,39783,706,2693,47476,13544,45801,14157,93458,3890,,4.205269923
743,51.1,4798,3879,24,94,578,248,90772,50299,93460,7520,,4.151529255
744,35.6,1447,1322,58,4,446,173,58380,27421,93461,5624,,4.288584637
745,49.2,7905,6762,15,151,1877,863,71607,44177,93463,8315,,3.924774504
746,42.3,8995,8288,17,72,1331,915,75394,34046,93465,4096,,4.375244141
747,36.2,5134,3028,843,15,2192,1842,34261,17225,93501,2015,,4.323325062
748,36.7,13324,8323,2788,626,3655,3007,48971,19879,93505,608,,3.829769737
749,49.3,7594,6343,180,114,1378,520,91196,37942,93510,2667,,4.268841395
750,50.3,352,207,0,3,27,44,38333,17589,93512,6421,,4.011914032
751,41.7,1803,1227,0,57,279,206,54135,26133,93513,6274,,4.306024865
752,46.8,13976,11719,131,162,2862,1260,51456,29986,93514,6037,,4.295593838
753,40.4,2314,1687,149,83,371,883,29896,18777,93516,817,,3.863525092
754,55.1,909,472,7,10,258,3,51563,29937,93517,1143,,4.194225722
755,52.5,949,814,0,6,88,342,24886,21336,93518,2723,,4.360448035
756,26.9,3366,2683,265,41,452,508,54826,20911,93523,1085,,4.221658986
757,51.5,703,601,1,2,65,88,55750,32130,93526,4430,,4.311173815
758,47.2,2206,2102,16,22,97,585,54593,32411,93527,1588,,4.079030227
759,40.6,631,537,0,0,98,24,50298,21148,93529,969,,3.791021672
760,52.3,369,341,0,0,0,97,72891,29399,93531,1851,,4.40545651
761,48.1,2681,2442,36,54,504,412,58438,28711,93532,3599,,4.561683801
762,33.4,38994,24228,8863,1688,14540,10681,36034,17533,93534,3163,,4.290705027
763,29.6,73948,47999,15954,2047,34168,21859,42266,15592,93535,2065,,4.411864407
764,35.6,70969,49017,10784,3247,21323,9968,71268,25490,93536,3405,,4.582966226
765,53.1,500,489,5,6,61,5,91280,34814,93541,2622,,3.995995423
766,31.5,13780,6648,1164,199,8451,3104,44985,18696,93543,2411,,4.155744504
767,54.3,1021,797,17,0,148,10,46200,28666,93544,2382,,4.31402183
768,36.2,2005,1725,21,7,654,263,36736,22348,93545,2655,,3.761205273
769,33,9252,8085,59,138,3117,747,62670,32473,93546,6242,,4.001041333
770,54.8,250,211,10,0,0,24,68750,34981,93549,2653,,4.125895213
771,27.9,75624,28445,10461,1699,50602,24232,36988,14676,93550,1709,,4.159449971
772,37.9,51023,30364,4954,4106,16810,3455,84000,32295,93551,4183,,4.265837915
773,29.2,41128,16156,5053,1575,28628,6079,56971,16648,93552,1909,,3.960974332
774,52.7,1882,1392,61,0,501,195,54741,35064,93553,2420,,4.412809917
775,69.9,156,156,0,0,39,31,26314,23015,93554,1151,,4.127280626
776,36.3,34064,25734,2313,1423,6275,5711,60318,29241,93555,1580,,3.966139241
777,58.2,236,236,0,0,0,24,25964,20790,93558,2192,,4.354927007
778,33.7,20263,13271,2041,746,7100,3223,59754,23983,93560,2053,,4.422552362
779,42,34182,30179,1216,599,8804,3656,63996,25499,93561,2308,,4.337521664
780,38.4,1620,1425,92,7,203,423,38438,23262,93562,1207,,4.038525269
781,50.4,413,304,41,0,72,39,74250,30965,93563,1691,,4.294204613
782,34.1,6508,2904,733,53,3714,2080,41080,13778,93591,1898,,4.437038988
783,43.3,1944,1899,0,0,6,115,58362,27890,93601,3277,,4.104974062
784,47,4151,3643,22,20,622,530,54375,26923,93602,1793,,3.936419409
785,63.4,138,121,0,0,0,24,65565,90375,93603,1829,,3.703116457
786,61.7,708,550,28,9,16,7,62143,31776,93604,2733,,3.987376509
787,34.7,211,191,0,5,16,3,84306,32169,93605,663,,3.563348416
788,26.2,849,606,0,68,735,273,31042,11834,93606,899,,4.380978865
789,40.1,993,717,0,0,967,179,33750,11846,93608,2625,,3.570666667
790,33.8,5689,3093,0,120,3999,1838,38958,15594,93609,3702,,3.827525662
791,34.2,23757,16025,2105,387,11431,4669,37406,13628,93610,1953,,4.02406554
792,36.2,47988,34982,1000,5642,12292,3915,78928,31466,93611,4639,,4.199719767
793,31.9,36062,23853,1342,2672,13570,8812,40393,19889,93612,4907,,4.204809456
794,51.4,11255,10436,70,98,752,1806,55490,27975,93614,2643,,4.134127885
795,26.1,6263,4794,0,24,5777,2839,30951,10762,93615,227,,3.753303965
796,26.6,2599,1631,0,84,2286,1000,30806,12274,93616,776,,4.282216495
797,28.5,30465,24706,180,539,25437,8112,38576,14696,93618,373,,3.6769437
798,38.8,32958,26306,542,3718,5575,1742,108353,44579,93619,4491,,4.210532175
799,30.8,9591,7025,247,75,6566,2484,36937,15541,93620,2903,,3.91353772
800,26.7,10632,8201,26,11,9570,3393,40464,14423,93622,1249,,4.240192154
801,68.7,134,107,0,0,0,0,102928,34827,93623,2446,,3.948896157
802,29.2,1326,687,19,25,1143,551,33833,10041,93624,2836,,3.556946403
803,31.5,7446,5002,24,785,4987,1814,44388,19873,93625,770,,3.703896104
804,44.4,1760,1404,0,209,482,176,82419,34066,93626,1897,,4.203479178
805,29.2,19095,14318,5,768,14440,5184,40654,16320,93630,492,,4.274390244
806,33.5,16268,13353,15,338,7212,3167,61163,25290,93631,1592,,4.159861809
807,30.4,39969,29356,768,1302,27386,8940,45714,17558,93635,3158,,3.913236225
808,42,11885,10251,142,462,3228,1559,76349,31695,93636,2510,,4.247011952
809,31,39952,30420,1319,1389,27535,6722,49632,19336,93637,1973,,4.026609225
810,27.5,50626,39941,1435,378,41117,14914,36709,13776,93638,2005,,4.019950125
811,29,12660,8492,275,38,12164,5645,26438,8482,93640,324,,4.169753086
812,50,2935,2285,0,1,520,496,52356,28407,93643,2752,,4.080123547
813,54.2,7854,7194,0,317,1015,1491,44703,24792,93644,3440,,4.025436047
814,33.5,207,207,0,0,0,8,94276,58393,93645,2561,,4.088442015
815,25.8,11195,7474,95,21,10472,5463,27726,10309,93646,852,,3.970657277
816,28,11215,8185,194,765,9723,4186,30423,10101,93647,1812,,4.218543046
817,25.9,16228,10861,0,182,15525,6866,31008,10828,93648,95,,4.078947368
818,36.1,4170,2525,41,213,2819,1172,36042,15167,93650,4217,,4.189826891
819,50.3,1662,1596,0,15,224,76,79267,39560,93651,761,,4.208278581
820,34.4,280,182,0,0,251,96,33824,13773,93652,1039,,4.337824832
821,53.4,1352,1146,3,14,118,90,57083,36378,93653,3105,,4.179066023
822,32.6,31460,20814,280,1145,21552,7619,46354,17771,93654,1202,,4.017886855
823,29.5,7194,2908,219,40,5254,1566,47300,14332,93656,3768,,3.835456476
824,34.7,34349,25028,93,1603,23432,8280,50560,20001,93657,1928,,4.079356846
825,25.4,4587,3934,0,0,4235,2037,26645,9518,93660,3104,,3.70441366
826,31.6,30169,22331,151,1610,23583,7290,41313,16967,93662,1183,,3.980980558
827,54.4,494,450,0,7,10,19,79583,49418,93664,5926,,4.248650017
828,40.5,943,560,185,0,758,82,34958,11691,93665,80,,3.75625
829,18.8,968,866,0,13,964,601,25714,8024,93666,168,,3.4375
830,42,2626,2135,0,29,303,324,56875,24850,93667,1357,,3.918938836
831,43.2,957,578,0,0,708,331,35703,16562,93668,93,,4.387096774
832,62.7,209,162,0,0,14,41,33576,23888,93669,1009,,3.936075322
833,32.1,747,603,0,2,593,344,31094,11557,93673,417,,3.568345324
834,48.4,3358,2700,0,79,345,460,63922,25890,93675,1429,,4.152904129
835,25.8,10369,4322,748,1269,7650,6074,19080,8053,93701,2151,,4.376801488
836,27.1,46021,19754,2567,5808,34628,22110,25210,9704,93702,2989,,4.334392774
837,28.7,34166,16802,2044,5738,20654,14556,26629,12427,93703,4330,,4.217090069
838,38.3,27870,19362,1668,1874,11101,6724,50054,26429,93704,5587,,4.220332916
839,29.1,38093,20411,4473,2172,20711,13891,32639,14631,93705,3537,,4.28512864
840,27.6,40583,21366,5678,3332,26364,17195,29003,12482,93706,1365,,4.354578755
841,27.2,32249,20358,2802,3028,12044,9007,43598,20997,93710,5726,,4.248340901
842,44.4,37095,28574,1450,2514,9074,3695,67949,41738,93711,4068,,4.316617502
843,37.5,46402,33409,1335,4824,11619,4648,78357,37332,93720,3125,,4.27472
844,34.8,6898,2713,815,417,3889,2044,19145,12692,93721,2478,,4.306900726
845,30.4,81832,45830,8018,11844,37353,18095,53571,20281,93722,2795,,4.338461538
846,37.4,10874,6483,395,1819,4544,915,69625,30657,93723,2321,,4.2544162
847,28.2,26809,10316,1151,4828,17405,8761,38098,13849,93725,2267,,4.381782091
848,27.9,42950,23584,4553,5511,21111,14486,32018,15037,93726,5493,,4.255689059
849,29.8,79314,37520,4730,18044,35177,19743,48388,19943,93727,4644,,4.199612403
850,30.8,15670,10514,731,496,9236,5956,31478,17543,93728,2569,,4.227325808
851,40.5,11397,8706,63,2209,1720,459,118472,52374,93730,890,,3.756179775
852,36,27387,19935,466,1460,15361,4162,55129,25771,93901,3343,,4.317379599
853,26.5,61494,40227,139,1595,57415,14905,44370,12708,93905,2480,,4.339919355
854,31.2,63821,37867,1536,6327,44656,9243,58278,20491,93906,3521,,4.238568588
855,38,22513,16132,372,1588,11342,2719,67242,29044,93907,5500,,4.263
856,49.2,11986,10070,133,740,2839,461,119897,56081,93908,8264,,4.305663117
857,39,1082,999,2,41,436,145,59219,32153,93920,9474,,4.231264513
858,50.3,3407,2918,1,265,357,188,81875,49366,93921,9432,,4.246130195
859,60.5,12301,11316,102,502,860,703,91863,70167,93923,9361,,4.131129153
860,53.2,6457,5926,38,139,1041,573,94866,52865,93924,7168,,4.226074219
861,31.1,1824,1563,0,8,1467,262,61620,19980,93925,3483,,4.211024978
862,28.3,9506,8068,42,130,8855,2074,52003,15336,93926,1143,,4.427821522
863,25.8,18609,14722,122,108,16359,4809,47733,14368,93927,6510,,4.310522273
864,29,16536,13217,208,192,13509,4000,43353,17708,93930,2695,,4.110760668
865,24.9,618,586,32,0,192,178,36250,16514,93932,1428,,4.070028011
866,35.5,23851,12873,1521,3995,6156,4105,58161,26625,93933,3334,,4.085182963
867,38.1,32727,26027,1069,2358,5600,2388,72976,41620,93940,16725,,4.148490284
868,49,15577,13505,240,865,1824,1028,81486,49315,93950,16593,,4.105707226
869,56,4435,3892,54,351,376,430,104531,63930,93953,17761,,4.160998818
870,38.9,362,314,0,5,321,99,46250,13322,93954,1422,,4.259493671
871,31.3,34421,18451,2715,3145,15201,5332,53311,21665,93955,13897,,4.136972008
872,36.4,26831,17807,2452,585,18834,2821,54022,12827,93960,1225,,4.337959184
873,46.2,745,724,0,21,91,13,89250,34513,93962,1865,,3.882573727
874,39.9,27116,17268,336,6730,3622,1270,119530,61303,94002,12494,,4.100408196
875,43.2,4568,2304,147,1538,857,204,91127,49198,94005,4951,,4.037770147
876,42.3,42569,26927,570,10604,4011,2478,125768,79594,94010,11178,,4.138441582
877,38,48387,10594,1502,25327,15689,4246,75658,27786,94014,9076,,4.105773468
878,39.2,64712,14792,1950,39397,11066,5755,81956,32345,94015,10137,,4.153743711
879,44.8,19874,16050,102,1096,5639,1163,107265,61065,94019,7704,,4.024143302
880,55.2,1170,1083,3,9,19,99,93472,56956,94020,9616,,4.005927621
881,48.2,19705,13114,64,5526,493,719,194014,115724,94022,7824,,4.100524029
882,46.3,23057,15249,68,6326,999,718,204534,94996,94024,6810,,4.079441997
883,37.5,41491,29513,1911,5166,6810,3210,131854,73466,94025,15611,,4.107648453
884,47.7,7317,5722,31,1066,365,300,243542,144323,94027,10858,,4.128983238
885,53.1,6830,5730,28,476,341,172,229554,129377,94028,12396,,3.979751533
886,44.5,22552,9619,138,10899,3184,1187,98709,46543,94030,12027,,4.119938472
887,52.3,2895,2708,0,19,150,121,101410,46224,94037,2245,,3.79844098
888,39.5,3628,2706,21,127,1216,77,94423,49677,94038,6370,,3.791993721
889,34.7,35200,19445,656,10775,6549,3298,115600,61465,94040,12462,,3.984553041
890,34.8,14162,9142,333,3403,3300,1199,101780,63125,94041,12857,,3.919460216
891,35.6,29689,17607,703,7893,5797,2262,105030,61111,94043,14762,,4.10669286
892,41.8,38844,24880,807,7361,7122,2127,103545,46043,94044,10612,,4.106200528
893,37,1697,1530,32,12,640,423,43611,21964,94060,2909,,3.735476109
894,37.7,38709,26756,421,3370,14266,2745,89578,44916,94061,9661,,4.179898561
895,44.6,27099,22332,249,2059,4407,1553,135808,82912,94062,15438,,4.198212204
896,32.4,33396,17746,1003,2277,23321,6551,60434,24084,94063,8531,,4.191771187
897,41.7,12626,6052,379,5052,1027,332,145518,73450,94065,12908,,4.145336226
898,39.2,42777,21844,702,12153,11967,2466,89008,38993,94066,10604,,4.263202565
899,42.9,30370,23735,297,4054,3066,1137,135030,69865,94070,12377,,4.188575584
900,33.9,309,301,0,0,21,28,153043,73909,94074,8246,,4.051540141
901,38.8,66876,24260,1443,25731,22646,5223,85204,34677,94080,11534,,4.287757933
902,31.3,23177,11382,623,8226,8412,2188,101051,45777,94085,15153,,4.199399459
903,33.9,49851,23007,999,21563,10341,4045,104449,51760,94086,12984,,4.225623845
904,39,55987,24827,684,26321,4115,2523,129668,61080,94087,13435,,4.192817268
905,37.3,21403,9511,729,8840,4206,1858,94903,42496,94089,7762,,4.057910332
906,42.1,29319,13076,3549,8845,5624,7147,29456,38769,94102,20893,,4.105346288
907,39.5,25747,11749,2181,7517,5452,5977,46140,53092,94103,19500,,4.191128205
908,50.2,489,222,0,168,109,85,51500,73914,94104,21373,,4.100711178
909,37.2,6793,3634,0,2856,596,440,195165,155649,94105,20946,,4.189248544
910,36.6,29384,16013,1558,8550,3279,3154,129152,79363,94107,23139,,4.179329271
911,43.1,14704,5140,323,8410,1096,3144,46218,47611,94108,19670,,4.127325877
912,36.1,56019,33999,2305,14644,5873,7465,71043,69520,94109,24160,,4.147516556
913,36.7,73511,42324,2680,10309,26219,8792,97563,54412,94110,16073,,4.059976358
914,49.3,3432,1816,145,1110,178,382,104083,97985,94111,23315,,4.153570663
915,40.9,84001,22391,3112,41760,23937,7878,77388,29827,94112,8109,,4.115982242
916,40.7,33504,26171,688,3976,2969,2030,131442,93357,94114,21462,,4.134237257
917,36.3,34681,19951,3904,8358,2803,4451,97090,75968,94115,20833,,4.140906255
918,44.1,45936,17304,915,24429,3118,4435,91930,48311,94116,8655,,3.955517042
919,34.1,43323,32534,2397,4659,4434,3783,122266,71446,94117,17072,,4.280078491
920,37.6,41662,24161,778,13713,2942,4731,94197,61352,94118,18099,,4.134372065
921,42.8,42720,19450,682,19077,2931,4473,77280,48135,94121,9501,,3.97316072
922,39.1,62029,25407,852,30194,4117,5689,97091,48951,94122,17690,,4.084708875
923,34.1,25238,21001,239,2558,1718,1279,130589,100009,94123,19080,,4.134669811
924,34.4,35446,4917,10357,12147,7906,7194,53322,24372,94124,8061,,4.063267585
925,45.2,20664,11405,452,7062,1923,1250,138381,70001,94127,8906,,4.126600045
926,29.2,3762,3321,10,211,342,153,174564,87133,94129,18204,,4.085365854
927,25.6,3090,1040,633,461,980,1588,49271,15886,94130,20839,,4.205408129
928,41.9,28350,18695,1522,4918,3462,1680,111083,71592,94131,15491,,4.053773159
929,32.6,31289,11565,2416,13183,4626,6065,68711,31934,94132,5840,,4.15385274
930,42.1,27491,11653,236,13786,2433,5171,55098,50806,94133,24006,,4.325960177
931,40.2,41677,7358,3193,23131,10089,4878,66925,26103,94134,7555,,4.074851092
932,34,5995,3032,480,1815,742,840,102237,72038,94158,21767,,4.117792989
933,42.9,17409,12291,300,3600,1053,1276,135427,93365,94301,20587,,3.890367708
934,33.4,47743,21492,3718,8177,19699,5747,91866,41707,94303,16971,,4.121796005
935,38.6,3658,2656,61,817,243,227,105320,89810,94304,16702,,4.140641839
936,21.9,14971,8532,703,4123,2020,1480,53173,33580,94305,16859,,3.920013049
937,41.2,27259,15987,261,9209,2371,1500,119157,69459,94306,12844,,3.95153379
938,36,36597,20876,1193,6347,15416,4694,76361,35740,94401,15779,,3.968248938
939,42.4,24517,16344,367,5230,3459,1101,128163,67517,94402,14587,,4.116987729
940,39.6,42252,25123,572,10154,8593,2220,103612,50702,94403,12377,,4.054092268
941,41.2,36086,16430,669,16600,1609,1596,126618,61576,94404,6282,,4.111349889
942,40.2,63228,31862,5533,17618,7902,6896,76787,43097,94501,13455,,4.08810851
943,43.5,14181,5811,430,6265,1221,364,115765,56706,94502,10144,,4.050621057
944,35.9,20366,8228,1612,7161,5527,1972,83627,30601,94503,4248,,3.947151601
945,43.7,24371,16956,577,5847,1918,741,175947,72533,94506,5828,,3.966884008
946,47.4,16205,14433,116,998,1342,363,172414,82423,94507,6742,,4.175244735
947,29.5,4268,2809,245,549,995,276,68176,28010,94508,9331,,4.171632194
948,35.8,64412,33574,10401,4359,24226,11111,55022,24053,94509,3375,,4.264
949,44.3,27786,19893,1602,3471,4328,1974,87569,44611,94510,3629,,4.353678699
950,56.1,2199,1922,95,0,395,200,35814,29249,94511,620,,4.108870968
951,38.5,59444,42102,4330,4683,15688,4379,93951,34887,94513,2852,,4.18671108
952,36.8,1358,1261,16,9,538,73,54348,32777,94514,5772,,4.275900901
953,45.7,7379,5950,33,221,3318,738,64505,39239,94515,7428,,4.143914917
954,50.2,157,136,5,0,8,5,89000,46060,94516,4378,,4.042485153
955,45.5,13139,10954,130,787,1114,596,128398,53846,94517,5277,,4.276009096
956,41,27549,19672,1014,3152,7246,2829,78301,35617,94518,6382,,4.144155437
957,39.2,19594,13593,487,2046,5357,2651,74351,32184,94519,6363,,3.993085023
958,32.7,39535,24019,1848,4094,19689,7272,51096,22474,94520,6648,,4.051293622
959,41.2,41854,30063,2106,5045,6651,2795,88339,42096,94521,4104,,4.079191033
960,40.3,34742,26418,594,4601,4985,2744,94042,47248,94523,6592,,4.122421117
961,47,3103,2516,80,25,753,305,78750,42095,94525,3177,,3.597733711
962,47.1,32284,27295,448,3333,1654,1083,138287,70765,94526,6090,,4.07183908
963,43.6,24851,13500,1647,6664,2830,2246,91052,47359,94530,5364,,4.093027591
964,34.2,44263,16418,11001,6679,11399,4335,90126,29779,94531,4240,,4.154245283
965,33.9,72349,31032,11752,10035,26691,11523,57316,24388,94533,5062,,4.358158831
966,40.9,37794,21049,3609,8227,6514,1306,98485,41984,94534,4104,,4.232821637
967,23.7,4269,2857,510,349,648,359,54692,18755,94535,3352,,4.35396778
968,37.2,72597,26108,2253,32836,11880,5077,102450,41515,94536,11563,,4.019458618
969,35.2,66493,17642,2957,32107,13342,3737,94193,37068,94538,9565,,4.050392054
970,41.5,52141,9413,829,38168,2064,1654,152402,55160,94539,7333,,4.124028365
971,35.7,65178,34297,9212,9607,30116,10335,63801,27066,94541,7445,,4.237004701
972,33.1,13491,6023,2041,2812,3211,1637,99647,41176,94542,5941,,4.007574482
973,33.5,78096,31809,7563,19127,36190,10233,62660,24166,94544,7934,,4.025018906
974,38.4,32015,10511,3010,12277,9406,2603,81125,30308,94545,6930,,4.031024531
975,41.2,43472,26740,2972,8650,8341,3024,78556,37457,94546,7918,,4.168350594
976,40,25037,5502,4602,11929,3331,1265,102993,38127,94547,3733,,3.969997321
977,39.7,379,379,0,0,45,105,72059,36611,94548,511,,4.381604697
978,45.4,29005,23743,434,2988,2040,1421,147368,77936,94549,7272,,4.034584708
979,41.4,50122,40762,349,4546,8471,2193,109793,48840,94550,6443,,4.33664442
980,37.1,42508,30446,823,6850,9791,2687,101326,42520,94551,7879,,4.022591699
981,44.5,14852,6750,546,6291,1323,698,131108,55170,94552,7199,,4.193915822
982,42.6,49638,37687,1215,3432,9662,3845,84638,40365,94553,4755,,4.313249211
983,36.9,36750,7005,1365,24301,3042,1596,124947,44812,94555,8336,,4.003059021
984,45.7,16039,11774,418,2849,1163,676,136771,67619,94556,5375,,4.170511628
985,41.7,68366,53612,560,2182,23323,5198,77299,38140,94558,23198,,4.124019312
986,37.4,28355,21898,326,502,11447,2813,65891,34815,94559,14390,,4.038811675
987,38.3,44677,15282,2196,13400,15214,3058,91965,34318,94560,8656,,4.016924677
988,34.5,40274,26412,3187,3004,14258,3469,81910,28423,94561,3591,,4.27304372
989,48.1,18803,14691,220,2467,1101,484,174526,94011,94563,2542,,3.783241542
990,43.4,19007,9666,1592,4285,5015,1435,73861,34099,94564,4720,,3.839194915
991,33.3,91323,33382,14120,13839,41676,15453,60020,23236,94565,3583,,4.070332124
992,43.9,43784,29896,702,10354,4602,1861,129064,58240,94566,6840,,4.189254386
993,47.8,587,513,0,2,218,35,56406,36602,94567,11405,,4.088075406
994,36.8,51248,25523,3159,17653,5405,2090,126054,50220,94568,10069,,4.048713874
995,45.1,243,243,0,0,0,0,136875,74080,94569,6075,,3.904609053
996,60.5,8802,6730,532,772,1145,882,54852,34173,94571,3328,,4.219801683
997,36.4,9798,4600,1168,2107,2863,1388,70227,28842,94572,2835,,3.629805996
998,50.2,8996,7701,96,159,2376,1069,84375,60543,94574,14830,,4.132737694
999,41.1,47053,20134,5717,12646,13686,4997,65009,32262,94577,5623,,4.141828206
1000,34.4,40603,16825,7524,9932,14907,6263,50838,25429,94578,5795,,4.130716135
1001,43.1,22431,7757,1576,10285,4882,2103,73771,29649,94579,4908,,4.062652812
1002,37,29167,14340,2231,7282,10638,2529,80188,29268,94580,5390,,4.167532468
1003,36.8,40460,13975,1051,22451,2388,1615,140210,54485,94582,5067,,4.285770673
1004,40.1,35174,22043,642,9526,3541,1274,129182,53119,94583,4990,,4.017635271
1005,33.1,29501,11489,6220,5664,7194,4483,70491,26525,94585,7049,,4.299758831
1006,52.2,978,829,3,62,80,89,91932,59135,94586,5878,,4.13482477
1007,37.5,73500,16056,3671,38493,15782,5792,91629,32515,94587,7659,,3.924924925
