,Median Age,Population,White,Black,Asian,Hispanic,Poverty Count,Household Income,Per Capita Income,Zip Code,Review Count,Price,Average Rating
1348,41.5,964,758,0,33,277,49,72863,34259,95612,7763,,4.209970372
1349,43.6,4318,4199,0,17,0,148,98933,38141,95614,920,,3.864130435
1350,50.2,970,672,57,17,316,197,66080,26284,95615,2883,,4.004335761
1351,23.3,49093,30148,1612,11856,7089,14485,46170,28216,95616,8802,,4.027607362
1352,29.2,27926,17983,406,6369,4030,6139,81382,42013,95618,10883,,4.136910778
1353,45.8,5075,4814,0,41,520,513,64821,30014,95619,3452,,4.352549247
1354,34.4,21685,14419,435,900,8958,2949,72583,27274,95620,3834,,4.305555556
1355,38.4,41908,33921,1328,1851,7354,5809,52462,25123,95621,5039,,4.424786664
1356,45.9,3911,3694,9,38,311,432,58546,29069,95623,3167,,4.434954215
1357,36.1,64429,35708,4603,16087,11440,6571,84854,32386,95624,6309,,4.282612141
1358,40.9,5871,5042,57,191,885,614,56667,25711,95626,6088,,4.379845598
1359,33.1,3873,2708,0,273,1986,405,58796,20800,95627,2930,,3.996416382
1360,44.9,41649,36084,773,1711,4908,4568,73858,39404,95628,5507,,4.444615943
1361,57.6,676,672,0,0,52,138,49514,27430,95629,1934,,4.402533609
1362,40.3,74905,52869,3433,11700,8218,3246,102865,41733,95630,4099,,4.349597463
1363,48.5,6375,6059,36,17,503,799,67284,31701,95631,1880,,4.273404255
1364,34.6,30594,22871,441,1318,13224,5197,64668,25802,95632,1319,,4.033358605
1365,51.6,3610,3271,57,21,129,296,73110,31311,95633,2211,,4.530076888
1366,44.4,3206,3111,15,15,564,281,49583,24584,95634,2472,,4.357807443
1367,56.2,861,776,15,4,83,63,37449,26525,95635,2218,,4.302299369
1368,46.1,846,738,0,0,138,150,44390,17242,95636,2770,,4.234476534
1369,33.3,349,106,83,0,136,103,51641,17957,95637,465,,3.808602151
1370,46.5,2238,1829,77,90,480,108,87361,41428,95638,1836,,4.506808279
1371,49.5,333,136,0,11,200,10,69375,20566,95639,3818,,3.85319539
1372,42.5,10509,8107,827,106,2141,765,62229,18349,95640,1979,,4.316068722
1373,50.1,1843,1506,9,27,555,401,41571,25201,95641,1125,,3.731555556
1374,51.5,6912,6256,11,130,580,556,48879,30112,95642,2092,,4.101099426
1375,34,2091,1586,32,85,1223,452,38917,18235,95645,5299,,4.21334214
1376,43.2,50341,42311,810,3080,8992,4523,76901,34764,95648,3407,,4.243175814
1377,48,13157,12145,57,222,624,708,84851,42212,95650,4552,,3.981656415
1378,54.4,614,597,2,5,14,25,76326,50395,95651,2080,,4.495673077
1379,32.2,966,704,109,58,78,587,26098,12524,95652,3530,,4.287677054
1380,41.3,657,321,0,9,532,21,68750,21025,95653,772,,3.04015544
1381,35.1,4205,2572,434,685,545,760,78750,28586,95655,5195,,4.250625602
1382,47.1,6709,6263,105,112,577,467,73242,40017,95658,4376,,4.240973492
1383,49.1,788,693,3,43,145,89,53977,34765,95659,7434,,4.284032822
1384,31.8,34303,21988,4319,2897,9681,9059,39677,16469,95660,5563,,4.290580622
1385,42.4,31034,25839,580,2212,4265,2603,78154,39628,95661,6300,,4.236666667
1386,41.2,32441,28581,500,906,2714,3215,72134,33003,95662,3398,,4.367127722
1387,44,2443,2259,0,14,207,162,100221,44507,95663,3473,,3.775410308
1388,45.1,1357,1305,0,0,113,15,69333,30787,95664,3389,,4.348037769
1389,50.9,4901,4368,25,29,801,687,62969,30332,95665,543,,4.217311234
1390,59.1,5170,4638,19,70,490,705,49336,30254,95666,1354,,4.328286558
1391,49.4,36859,33334,216,624,3872,4770,56584,33463,95667,3908,,4.244114637
1392,44.3,794,677,0,54,63,102,68333,30786,95668,6799,,4.443374026
1393,44.8,2493,2316,16,0,280,269,68144,31042,95669,1676,,4.406622912
1394,36.7,54277,36249,4423,5404,11025,8566,56527,29106,95670,3666,,4.317785052
1395,49.5,5010,4336,8,270,400,157,96316,42695,95672,2751,,4.398945838
1396,38.3,15140,11161,457,1528,3392,2934,54560,20420,95673,5511,,4.381509708
1397,34.4,891,763,0,77,133,67,81979,40486,95674,1025,,4.034146341
1398,46,574,449,0,0,106,0,49569,15875,95675,2076,,4.447495183
1399,39.6,23906,20226,481,1250,2837,2673,73641,34604,95677,5662,,4.457965383
1400,35.4,41953,31780,716,3125,8598,4873,63008,31608,95678,6281,,4.31388314
1401,37.8,1471,1322,0,43,355,372,52292,20257,95681,1221,,4.112612613
1402,44.9,30033,27632,168,489,3683,3045,77993,36367,95682,3639,,4.268205551
1403,49.8,6233,5591,96,230,642,188,98782,48416,95683,2641,,4.347027641
1404,54,3004,2794,15,0,249,505,63553,34363,95684,1767,,4.335597057
1405,53.2,4356,4006,0,105,359,476,62339,35343,95685,2600,,4.323269231
1406,37.7,1079,796,5,91,598,313,33672,15288,95686,821,,3.791108404
1407,37.4,66476,41895,7525,5099,14168,4989,75472,29865,95687,6159,,4.304026628
1408,38.8,36763,25746,2363,2064,8874,4006,83578,36096,95688,6039,,4.274879947
1409,65.7,1131,1096,0,0,3,48,61510,36615,95689,1849,,4.363439697
1410,40.7,2289,2021,2,129,1115,217,53493,32155,95690,1186,,3.907251265
1411,34.5,36932,25229,1211,4125,10454,5036,66519,29104,95691,8273,,4.186993835
1412,36.1,5129,4208,10,219,957,529,66861,27201,95692,926,,4.007559395
1413,50,6153,5153,127,398,911,681,85417,38032,95693,1176,,4.071003401
1414,38.8,9828,7555,53,96,4656,869,62083,31650,95694,6646,,4.182816732
1415,38.5,39144,30010,626,1296,17402,4793,55386,27983,95695,2663,,4.246714232
1416,35.2,430,186,0,0,348,35,75708,22071,95697,1034,,3.200676983
1417,45.8,232,232,0,0,76,13,38984,19150,95698,873,,3.087056128
1418,51.4,782,724,0,40,37,145,42411,30845,95701,1547,,4.172268908
1419,56.8,829,753,0,51,120,123,68295,41185,95703,3211,,4.200560573
1420,48.5,5096,4820,1,58,288,405,67393,32392,95709,1849,,4.174148188
1421,45.7,10296,9567,132,2,929,1303,61158,31156,95713,1556,,4.213046272
1422,51.2,368,354,0,0,14,24,53583,40288,95714,239,,4.347280335
1423,57.8,89,83,0,0,17,17,31667,20411,95715,464,,4.270474138
1424,57.9,166,158,0,8,0,24,41250,27310,95717,1905,,4.330708661
1425,60.6,49,46,0,0,6,5,46250,35078,95720,5321,,4.336402932
1426,51.7,4636,4534,0,30,257,194,86136,42018,95722,4934,,4.204094041
1427,45.8,8816,8168,1,191,761,1262,57908,28904,95726,1216,,3.874177632
1428,42.4,366,366,0,0,0,0,58107,40112,95728,1566,,3.901340996
1429,41.7,165,149,15,0,1,0,43587,16982,95736,2202,,4.297002725
1430,32.4,10494,5477,602,2901,1632,846,105789,33679,95742,2560,,4.3484375
1431,45.4,23638,19736,238,1783,1665,711,123093,59542,95746,4478,,4.188030371
1432,38.8,61869,46933,1324,7753,7696,3839,96394,38619,95747,5056,,4.421776108
1433,34.2,46703,16550,6342,15841,8579,4066,91539,30473,95757,7841,,4.190536921
1434,35.3,63778,28240,8482,17923,12343,7497,74164,30334,95758,7641,,4.163263971
1435,43.2,40493,32294,884,4534,3779,1630,126340,52736,95762,4902,,4.259791922
1436,36.8,36980,28648,686,3999,4887,2395,92250,38950,95765,5723,,4.193866853
1437,30.6,23260,14882,189,3587,10858,3066,66870,24751,95776,2714,,4.221997052
1438,35.1,10487,6664,1565,929,2125,2753,31409,32965,95814,17708,,4.095380619
1439,33,25206,12599,2485,2068,11367,9670,29870,15891,95815,8343,,4.321347237
1440,35.4,17178,13586,797,1015,2683,2298,54777,46997,95816,17632,,4.158263385
1441,34.1,13918,8339,2435,1256,3034,4212,38889,24438,95817,12409,,4.13204126
1442,38.7,20629,14537,1420,2809,3655,3722,68085,49555,95818,14604,,4.180121884
1443,37.1,18846,15997,530,704,2505,980,96633,49763,95819,11835,,4.208069286
1444,33.6,35869,20509,3732,3400,15965,9793,42948,20235,95820,8966,,4.186036137
1445,39,35530,23788,3788,1791,7036,9434,39588,25387,95821,10094,,4.369575986
1446,37.2,44724,20741,7291,9308,13873,9586,47405,23429,95822,12175,,4.144517454
1447,30.7,76478,24830,16343,18827,24595,21017,39294,16651,95823,5660,,4.123763251
1448,30.7,30225,11054,3874,8010,11468,12046,29747,12897,95824,9974,,4.178564267
1449,32.1,33385,19209,4524,3089,7835,10942,36647,24452,95825,10874,,4.3041659
1450,34.7,36992,23946,3685,3581,8429,7103,55772,27888,95826,10438,,4.134173213
1451,36.6,20382,12960,2431,2043,3911,3152,48831,23842,95827,5723,,4.093307706
1452,34.7,60884,19816,8908,20158,15606,13704,45710,18029,95828,7687,,4.200403278
1453,33.5,26588,11826,2548,8296,5158,3153,80118,27986,95829,7389,,4.188523481
1454,50.9,953,566,0,158,116,212,54417,32603,95830,4262,,4.186297513
1455,45.2,41859,19367,6169,11631,6850,3371,68140,38780,95831,3753,,4.055955236
1456,28.2,11313,2855,2601,2191,3129,3135,42652,13500,95832,5999,,4.089764961
1457,31.4,40029,20947,5487,4394,15574,7433,58008,27174,95833,11079,,4.310407076
1458,31.7,26560,11407,3955,5342,7831,5024,53728,24962,95834,10301,,4.303756917
1459,35.9,38847,18273,4633,10633,7769,2959,83150,33342,95835,6907,,4.04842913
1460,46.7,340,316,8,8,38,4,111786,74213,95837,2728,,3.312683284
1461,28.9,37286,16476,5533,6243,13300,10870,40815,15562,95838,9274,,4.433847315
1462,34.5,19890,13708,1829,905,3800,4902,40693,21140,95841,4910,,4.153665988
1463,32.7,32184,20981,3036,1795,7890,8151,44462,20289,95842,6807,,4.361466138
1464,32.1,47666,30476,3073,5897,6759,6725,66178,23479,95843,5364,,4.332774049
1465,45.8,23527,18226,598,1355,3198,1647,92165,54709,95864,8276,,4.15617448
1466,31.3,32804,23214,1231,2668,9049,8117,45973,20291,95901,1420,,4.465492958
1467,22.7,1622,1092,219,90,225,140,38170,17107,95903,894,,4.219239374
1468,32.4,4693,4367,0,32,3166,638,62706,29601,95912,1106,,3.94755877
1469,58.8,649,621,15,0,23,230,53125,23301,95914,861,,4.164343786
1470,54.5,1102,997,26,11,58,209,32868,18373,95916,1134,,4.208994709
1471,34.4,3313,2534,7,45,1304,634,52083,24464,95917,971,,4.194644696
1472,52.9,2468,2160,34,30,85,192,87462,43638,95918,852,,4.228873239
1473,58.4,1184,936,0,30,97,149,37025,22780,95919,228,,4.302631579
1474,57.7,539,480,4,15,34,120,33056,25404,95922,1150,,4.378695652
1475,26.6,143,143,0,0,0,0,23576,21318,95925,180,,4.336111111
1476,27.5,38465,32089,725,1877,5594,10921,39239,24871,95926,2416,,4.26593543
1477,31.8,36374,29697,820,1722,6047,8701,45011,27732,95928,3180,,4.205974843
1478,35.9,7651,6570,75,186,4008,1121,52031,25504,95932,1097,,3.989061076
1479,35.5,234,228,0,0,4,9,34659,31917,95936,843,,4.298339265
1480,40.2,1400,1209,79,0,893,196,50824,23811,95937,446,,3.51793722
1481,39.8,4229,4021,0,21,469,474,64375,31000,95938,2345,,4.299147122
1482,43.2,578,299,53,29,60,139,32292,14989,95939,1964,,4.295824847
1483,62.8,586,451,0,0,176,0,39632,23490,95941,134,,4.384328358
1484,61,782,699,0,0,17,92,49333,44907,95942,1139,,4.416154522
1485,36.5,886,877,9,0,123,174,44464,35351,95943,1540,,4.216233766
1486,50.9,25712,23738,41,259,2074,4870,43636,28969,95945,2580,,4.175387597
1487,52.3,9694,8689,154,159,571,1382,62351,34184,95946,1556,,4.062017995
1488,52.3,1770,1602,0,0,181,229,38594,25930,95947,898,,4.417037862
1489,36.1,10751,8311,31,360,4416,2063,43488,20723,95948,697,,4.225251076
1490,53.9,19575,18525,7,172,1050,1484,58861,31539,95949,2730,,4.184981685
1491,27.9,519,347,0,0,423,70,42214,14434,95950,147,,3.925170068
1492,29.6,3073,2556,0,136,2259,700,39954,13801,95951,52,,4.230769231
1493,35.2,10476,7935,58,958,5317,2218,46275,20926,95953,717,,4.329149233
1494,47.8,12509,11590,11,62,979,2304,44703,21490,95954,1179,,4.273960984
1495,39.9,1325,1303,0,0,413,146,57750,30699,95955,1205,,3.997925311
1496,49.3,419,387,10,8,43,113,57188,32805,95956,564,,4.125886525
1497,41.2,837,770,13,0,155,114,60417,26476,95957,1569,,4.143084767
1498,53.1,17534,16016,157,360,1232,2044,59446,34302,95959,2188,,4.272166362
1499,37.1,752,657,0,0,0,225,37500,19233,95960,2300,,4.198478261
1500,30.9,27141,18314,725,1993,9372,5055,48416,18987,95961,1038,,4.308285164
1501,56.9,1235,1190,8,0,42,206,54853,37868,95962,410,,4.202439024
1502,38,14943,13500,15,277,5750,3358,41048,19896,95963,1455,,4.254982818
1503,37.2,20473,14620,804,2354,2551,5358,33640,17559,95965,1110,,4.048648649
1504,41.2,30557,23359,439,2240,4266,6292,41678,21202,95966,965,,4.148704663
1505,35.8,1250,789,0,0,700,432,32500,14038,95968,404,,3.941831683
1506,51.2,27850,25814,36,311,1933,3793,47379,27308,95969,1079,,3.998146432
1507,54.4,500,470,0,0,119,34,47500,33839,95970,1622,,3.885326757
1508,48.6,5952,5172,7,40,457,820,50867,26741,95971,597,,4.255443886
1509,35.6,35297,30622,452,677,6167,4976,57515,30720,95973,2262,,4.354332449
1510,50.1,1811,1468,8,28,329,299,65221,27520,95975,2104,,3.991444867
1511,26.6,1730,1419,55,21,212,160,40313,21709,95977,621,,3.919484702
1512,52.5,750,589,92,0,54,177,41471,20413,95979,1993,,4.083542398
1513,33.9,3487,2987,0,26,453,174,77614,30465,95982,1086,,4.334714549
1514,53.6,500,416,0,0,0,33,76136,45848,95983,853,,4.293669402
1515,33.2,6142,5267,55,128,4282,746,57642,23129,95987,1661,,3.990367249
1516,37.3,8663,6436,118,246,2945,1197,46830,22135,95988,1414,,3.973479491
1517,32.9,40683,30593,980,3553,14884,8276,43939,20993,95991,1332,,4.529654655
1518,39,36617,22653,775,9647,6875,5320,65044,27663,95993,1676,,4.459427208
1519,43.4,34260,29496,353,777,2794,5514,45694,28501,96001,3841,,4.242124447
1520,39.5,32943,27165,456,1820,3318,5286,44721,23845,96002,2850,,4.30122807
1521,40.3,44929,39043,534,2075,3846,7817,47753,26234,96003,3065,,4.317128874
1522,50.1,389,384,0,0,0,21,71094,29524,96006,577,,4.321490468
1523,40.6,23354,20914,137,323,2989,4611,39542,20922,96007,889,,3.795275591
1524,48.8,1483,1261,9,0,125,127,60528,25848,96008,2164,,4.263863216
1525,57.1,288,284,0,0,0,30,56750,34209,96009,579,,4.304835924
1526,52,194,158,24,0,0,30,36250,20563,96010,490,,4.15
1527,60,116,103,0,0,0,23,17083,14275,96011,2787,,4.262648009
1528,42.2,4538,4270,34,59,447,1011,36604,19955,96013,2042,,4.317580803
1529,60.9,587,537,7,36,238,95,40786,13200,96015,500,,4.35
1530,60.3,160,154,0,2,2,36,38750,21053,96017,2463,,4.306536744
1531,37.1,10121,8334,131,98,1273,1981,46394,20788,96019,749,,4.074766355
1532,51.5,2438,2261,2,2,94,288,51083,30032,96020,828,,4.1352657
1533,34.5,16322,13905,168,122,6641,4927,40209,19119,96021,1096,,4.092609489
1534,41.9,16904,15349,61,153,1730,2472,53331,25272,96022,2062,,4.302133851
1535,33.9,1096,921,7,0,333,336,29176,17085,96023,1715,,4.206413994
1536,50.5,962,803,0,0,81,258,38056,26110,96024,436,,4.237385321
1537,54,2121,1800,72,61,258,499,33200,20177,96025,1863,,4.345142244
1538,48.6,2390,2135,16,22,40,325,47267,24523,96027,2649,,4.216308041
1539,50.9,1403,1206,0,3,169,91,35948,24690,96028,560,,4.192857143
1540,32,200,198,0,0,41,86,32375,16112,96029,1441,,4.188410826
1541,39.6,175,129,0,0,1,60,25417,12855,96031,1240,,4.099596774
1542,43.4,2518,1950,23,127,247,549,46719,23060,96032,2392,,4.239548495
1543,50,561,530,2,11,13,97,34167,18870,96033,2010,,4.327363184
1544,54.5,220,215,0,1,11,66,31667,22065,96034,2763,,4.207021354
1545,40.9,3398,2713,0,45,1366,838,38495,17098,96035,1134,,4.186507937
1546,46.1,602,571,0,0,19,87,34583,20412,96038,1209,,3.943341605
1547,51.7,1044,670,2,1,101,310,28661,21543,96039,1731,,4.274985557
1548,67.6,275,250,0,0,60,61,48083,23216,96040,541,,4.137707948
1549,48,3061,2463,27,51,562,716,23724,19157,96041,558,,4.336021505
1550,54.2,937,864,0,6,60,188,35000,20886,96044,1754,,4.062428734
1551,46.9,799,739,0,1,30,247,41071,26312,96047,2211,,4.36770692
1552,58.8,701,654,0,10,47,79,49205,25801,96048,1245,,4.35060241
1553,69.7,28,13,0,0,0,0,53000,20814,96049,1022,,4.167318982
1554,63.8,387,354,10,1,13,108,32500,23781,96050,1728,,4.041087963
1555,52.4,1264,1070,0,0,68,350,42500,26857,96051,2671,,4.290527892
1556,54.8,1417,1216,77,0,70,294,34046,22226,96052,436,,4.092889908
1557,56.6,260,247,0,0,38,35,28906,16035,96054,219,,4.436073059
1558,40.8,4002,3633,7,5,1008,804,40517,21038,96055,1415,,4.188339223
1559,50.7,1693,1651,0,0,243,221,56273,27906,96056,578,,4.188581315
1560,54.1,1305,1221,1,0,87,250,40729,24025,96057,2671,,4.274054661
1561,43.2,779,673,20,0,396,108,35500,23865,96058,2508,,4.271730463
1562,47.6,604,519,0,9,27,253,29554,15287,96059,735,,4.244897959
1563,67.6,27,27,0,0,0,0,100417,42463,96061,788,,4.20177665
1564,52.3,1180,1111,0,0,69,184,62500,33110,96062,2171,,4.292031322
1565,43.3,188,183,0,0,1,14,54625,32327,96063,656,,4.085365854
1566,43.7,4881,4254,22,44,496,953,43664,22070,96064,2705,,4.224768946
1567,56.1,360,296,17,0,33,18,42813,21685,96065,1284,,4.309190031
1568,55.2,6828,6483,0,44,581,1368,38848,29442,96067,3067,,4.130583632
1569,56.6,792,747,17,7,28,178,43938,30077,96069,2072,,4.353764479
1570,35.9,180,180,0,0,0,0,37061,15301,96071,467,,4.04496788
1571,49.8,4174,3994,7,30,122,352,79528,35316,96073,2309,,4.262234734
1572,39.1,196,156,25,0,29,12,38250,10904,96074,346,,3.75867052
1573,52.4,304,248,19,4,46,51,27500,13320,96075,1163,,4.222699914
1574,43.4,27564,23963,157,534,4375,5361,37610,21658,96080,1598,,4.163954944
1575,53.5,416,311,3,0,18,85,44219,22753,96084,842,,3.965558195
1576,55.9,91,60,0,0,0,35,86875,31704,96085,2675,,4.223551402
1577,57.3,304,250,0,1,44,114,24375,18579,96086,1216,,4.246299342
1578,56.3,600,584,0,0,49,38,33393,29428,96087,2268,,4.37808642
1579,59.4,4410,3966,6,65,289,645,44664,25257,96088,686,,4.284985423
1580,43.7,467,461,0,0,54,73,45000,20875,96090,77,,4.162337662
1581,57.8,561,520,0,1,3,37,45000,28714,96091,2077,,4.305007222
1582,44.1,4031,3563,16,92,121,757,39554,22249,96093,395,,3.846835443
1583,46.5,6446,5205,382,236,664,978,48750,25263,96094,2765,,4.206509946
1584,51.9,733,665,3,1,44,178,56667,28937,96096,790,,4.139873418
1585,42.2,9744,8068,151,149,867,2729,32280,21571,96097,1215,,3.94526749
1586,45.4,5378,4862,66,34,728,1028,39123,21922,96101,487,,4.128336756
1587,61.5,1369,1313,1,8,113,92,56429,58120,96103,812,,4
1588,52.7,576,537,0,2,72,49,52857,24551,96104,370,,3.968918919
1589,79.2,70,70,0,0,0,3,44018,37450,96105,966,,4.261904762
1590,64.6,223,175,0,40,8,0,81696,50120,96106,791,,4.034134008
1591,55.4,1129,893,10,0,89,132,41875,31608,96107,926,,4.241360691
1592,55,741,668,0,0,16,167,34464,31113,96109,905,,4.377900552
1593,54.1,167,157,0,4,20,23,47500,40232,96110,339,,3.936578171
1594,63.1,30,30,0,0,0,0,34297,31503,96111,4833,,4.240844196
1595,32.9,332,145,0,54,12,99,26250,14867,96112,415,,3.98313253
1596,35.6,2100,1175,426,48,735,35,46042,10681,96113,1126,,4.388543517
1597,49,3387,3231,6,64,162,322,70806,33697,96114,913,,4.027382256
1598,64.1,179,170,9,0,0,35,53462,23922,96115,326,,3.854294479
1599,29.9,300,300,0,0,30,112,31118,12095,96117,1021,,4.282566112
1600,50.1,1629,1574,1,0,249,145,46058,23492,96118,1661,,4.259783263
1601,42.9,1079,761,10,4,79,188,61000,24320,96120,2626,,4.430883473
1602,59.7,302,302,0,0,44,0,125375,53585,96121,949,,4.070600632
1603,42.2,3532,3181,6,51,587,558,35652,24616,96122,709,,3.964739069
1604,30.3,46,44,0,0,0,2,33333,10996,96123,947,,4.12249208
1605,60.8,385,365,0,0,41,23,41304,40468,96124,734,,4.335831063
1606,62.5,227,223,0,0,9,11,156125,95831,96125,841,,4.311533888
1607,46.4,840,765,15,1,83,50,64063,40150,96128,1180,,4.409322034
1608,60.5,132,132,0,0,18,0,250001,104552,96129,690,,4.248550725
1609,33.3,20812,16005,2283,422,4383,2160,52459,17310,96130,1139,,4.340649693
1610,39.1,119,106,0,0,9,26,40000,11213,96132,970,,4.340721649
1611,15.5,202,188,0,0,180,166,21635,5925,96133,410,,4.280487805
1612,40.1,2203,2074,0,0,1008,451,37462,20849,96134,932,,4.458154506
1613,52.2,3707,3252,61,22,395,639,44627,26768,96137,732,,4.293715847
1614,45.9,805,701,0,0,22,161,86953,42384,96140,4902,,3.844553244
1615,53.6,464,450,0,12,2,44,53077,35884,96141,3763,,4.029896359
1616,40.8,766,576,0,9,51,54,44420,28358,96142,909,,3.95819582
1617,36.7,3737,3313,0,15,1293,408,47197,26474,96143,4121,,3.70965785
1618,46.1,2399,2264,25,40,123,286,68015,39879,96145,5701,,3.924925452
1619,45.7,968,922,0,17,43,79,56719,61626,96146,4825,,3.994093264
1620,31.6,776,723,0,0,417,87,52672,22531,96148,1541,,3.556456846
1621,40,29001,22585,393,1280,7900,4022,51400,28713,96150,14878,,4.296578841
1622,39.3,18255,16898,72,294,3125,1265,79457,44369,96161,4813,,4.065655516
